district,year,institute_id,institute_name,program,gender,enrolled
Purry,2018,9360715f-c3fe-4183-a172-b725db52ca58,Cuttack ITI,Mechanic,Other,NaN
Sambhalpur,2023,f1578470-0182-47c4-ba1b-58066160a6b4,Barabati Training Institute,Welder,Other,2998
Sambalpur,2018,63d62a39-c0e3-4efd-8c71-e0fe5a0cdd7c,Odisha Training Institute,Welder,Male,NaN
Sambhalpur,2020,d5f25073-f414-42b1-a442-9ebbda7b9095,Nilachal ITI,Data Entry,Other,150
Rurkela,2023,bc10fa52-bf5d-4fdf-89c8-d2ab6b44fa8d,Konark Vocational College,Welder,Male,--
Cuttack,2020,e5d6f6e6-9a6e-42f5-8cc4-29038bcf53a1,Nilachal ITI,Mechanic,Male,--
Purry,2019,45df16b6-382c-443f-bcfc-9b793875394c,Bhubaneshwar Technical Institute,Data Entry,Other,132
Purry,2018,638c254c-076e-4bba-bc53-08bf6f92f25e,Jagannath Technical Institute,Electrician,Female,179
Puri,2015,cc530e36-addc-4e13-ab3b-4d37560c95ee,Cuttack Skills Center,Mechanic,Other,NaN
Rourkela,2020,d72b6108-2a40-4f12-b963-f37f67814c1f,Odisha Technical Institute,Electrician,Other,128
Puri,2021,fb10987f-20ac-4703-ab67-146a77a6e17c,Bhubaneshwar Technical Institute,Mechanic,Female,105
Bhubaneswar,2019,e82c7d7b-06e7-45f9-88bc-539c9f4c3b79,Chilika Training Institute,Electrician,Female,2361
Puri,2023,a9ba5a27-907b-4e36-9786-48f864de82e6,Nilachal ITI,Fitter,Male,1165
Rourkela,2017,6db99102-a48b-4dbe-957d-94a106f028ff,Utkal ITI,Welder,Other,1218
Cuttackh,2023,2e85cb21-7631-4e9d-9de9-f86322bd3388,Barabati Technical Institute,Mechanic,Other,NaN
Sambhalpur,2020,53cd6268-610c-4373-8299-9aa40cdf742b,Jagannath Technical Institute,Welder,Female,--
Bhuvaneshwar,2019,56666f9f-53ac-4ab9-b467-2cd9362f5e5c,Chilika Training Institute,Electrician,Female,194
Cuttack,2022,473bd358-610e-4a64-a130-1617c2dff335,Odisha Skills Center,Mechanic,Other,267
Rourkela,2020,6bebac31-d4f8-4d72-b382-1cfdc083b73a,Chilika Skills Center,Fitter,Male,1127
Rurkela,2020,78660765-14f7-4e8d-95bc-b8d04094dded,Konark Training Institute,Mechanic,Other,121
Purry,2022,0d557b61-8a17-4dfe-bfc0-0dc804f64d86,Cuttack ITI,Electrician,Other,NaN
Rurkela,2023,39669fa7-5997-4043-b3b1-025bfff9f585,Bhubaneshwar Skills Center,Welder,Other,NaN
Rurkela,2022,f510ab53-c7fe-439f-9190-f938a66fd7f7,Kalinga Training Institute,Mechanic,Male,1040
Sambhalpur,2024,07f194f9-c115-4d6d-8a4e-5b70a6d964a3,Utkal Training Institute,Mechanic,Other,589
Rourkela,2015,d6d7b3b8-3309-4d35-bf4d-f561f319c125,Jagannath Training Institute,Electrician,Male,226
Purry,2015,3d114802-2702-478b-9f0f-da8d05379ff6,Kalinga Vocational College,Electrician,Female,NaN
Cuttackh,2020,1d48a071-ab61-47b1-b93b-4c3220500494,Konark Vocational College,Mechanic,Female,NaN
Bhuvaneshwar,2016,770c7798-37cc-463b-b2a0-345990604f62,Bhubaneshwar Training Institute,Mechanic,Other,75
Bhubaneswar,2019,5e6fea07-c453-4f1d-8199-2fdfb31022f0,Nilachal Training Institute,Mechanic,Other,NaN
Sambhalpur,2020,f6b751f7-9b74-4245-9b1b-c8952af43ab7,Bhubaneshwar ITI,Fitter,Other,631
Rurkela,2015,c71d5e60-1d52-46ab-b7e6-427cbf780e3f,Jagannath Skills Center,Electrician,Male,27
Sambalpur,2015,4fa03f26-f6f7-40cc-a9ec-8e49d1bdb8c0,Konark Vocational College,Fitter,Other,NaN
Purry,2019,edcb8cb6-0692-4c63-9424-aed51bac5c15,Jagannath Training Institute,Welder,Other,--
Puri,2023,e87466d7-ad66-41bd-9367-6a024fdc6e1b,Jagannath Vocational College,Welder,Female,NaN
Cuttackh,2023,f1043785-658b-4523-a014-1de9f54ad0a2,Nilachal Technical Institute,Welder,Other,--
Cuttackh,2021,9793b9b4-1374-4146-b2c5-bd89b70b3420,Bhubaneshwar ITI,Mechanic,Male,NaN
Sambalpur,2019,3e2b6091-a092-452a-94a0-57a7b0cc1b3b,Bhubaneshwar Vocational College,Electrician,Other,NaN
Cuttackh,2018,4d3485c5-c5c1-4eb4-b27b-3d901a16342c,Odisha Skills Center,Welder,Other,--
Cuttack,2023,ce3714af-99b4-4350-af2b-99b4d9acd158,Jagannath Technical Institute,Welder,Female,NaN
Rurkela,2023,90e0f4a0-fbdd-4933-8bd5-8bf61efd76e9,Jagannath Vocational College,Fitter,Female,NaN
Sambalpur,2016,8861fe18-58e2-4888-8a83-81bec85aca46,Nilachal Skills Center,Data Entry,Other,NaN
Purry,2020,11a72609-5edd-4bbf-a959-76636daa2e68,Odisha Vocational College,Mechanic,Other,--
Bhuvaneshwar,2023,033d2bce-575a-4d2c-a5c5-650c8186a576,Nilachal Vocational College,Electrician,Other,NaN
Bhuvaneshwar,2020,7d7ddbed-d284-476c-ab88-f83dd97dc9cd,Konark Technical Institute,Data Entry,Male,--
Purry,2024,5cb85aed-f5f6-4c97-aefb-63b11b049863,Chilika Vocational College,Welder,Male,NaN
Cuttackh,2024,75b17a55-d426-4982-a43e-4288a2b5b498,Jagannath Vocational College,Data Entry,Other,1554
Sambhalpur,2022,2d174fc9-6f7c-45ea-a72a-6d8eb5122df8,Bhubaneshwar ITI,Fitter,Male,NaN
Purry,2015,a6846099-f729-4951-8591-31d2bbda0242,Cuttack Technical Institute,Electrician,Other,526
Puri,2018,eb6c1016-cee6-44d0-9dac-6e8345241ea6,Kalinga Skills Center,Electrician,Male,--
Bhubaneswar,2024,7701f7bb-7bc6-4e1f-864e-e6e389c5b31a,Chilika Vocational College,Mechanic,Male,2679
Bhubaneswar,2015,97ac6aa8-bb24-48a3-9363-57b66f81cf4f,Cuttack ITI,Data Entry,Female,2557
Puri,2016,3ed8c56c-da09-4fa0-9282-8d8044b591f7,Kalinga Training Institute,Fitter,Male,--
Bhuvaneshwar,2019,4767d76c-162f-4a24-af43-613cd4aac9a3,Konark Technical Institute,Welder,Female,NaN
Sambalpur,2019,c01f36bf-3e6d-458b-b367-c28de1b294de,Kalinga Technical Institute,Electrician,Female,2044
Bhubaneswar,2015,ab0e664e-9c3e-42d5-91e1-aa9676f72255,Bhubaneshwar Technical Institute,Mechanic,Female,179
Purry,2015,7e8adee7-0758-4201-961e-16d16105716b,Jagannath Skills Center,Data Entry,Female,148
Rourkela,2023,7cd0129d-2e8d-4e87-9334-20e6d9d80b8d,Chilika Technical Institute,Fitter,Female,NaN
Cuttackh,2016,4223623b-cc3e-4dde-9ad5-cf06364d7c87,Odisha Skills Center,Data Entry,Male,--
Cuttackh,2017,989d9d4a-e15c-4666-8797-b2c957207246,Kalinga Training Institute,Welder,Male,NaN
Cuttack,2020,8e485223-46b9-4991-a14e-b70db380c73a,Chilika Training Institute,Data Entry,Female,--
Sambhalpur,2022,30e912f2-f2b4-4abf-8441-aefd0299436a,Jagannath ITI,Data Entry,Female,1260
Cuttack,2024,680bac63-b856-4035-bdc9-829015eabb27,Odisha Skills Center,Electrician,Male,1131
Puri,2021,3d85de89-c217-4429-8e20-07247d137018,Barabati ITI,Electrician,Male,1762
Bhuvaneshwar,2019,b63b4dc3-a559-4463-b9e1-3ceab0cbc61f,Kalinga Skills Center,Electrician,Male,2338
Cuttack,2015,046a0df5-cafd-4613-b2bb-912d7da67785,Kalinga ITI,Data Entry,Male,176
Rourkela,2021,6786d506-38ba-4abc-8b53-05e517d2582e,Konark Technical Institute,Data Entry,Male,1194
Puri,2017,a9f948b2-4e63-44bb-be49-3f43b118f68d,Odisha ITI,Welder,Female,NaN
Cuttackh,2019,8db06746-7927-4973-9e78-1fd794e0d3ba,Konark ITI,Mechanic,Male,NaN
Sambhalpur,2024,ff233d5f-6ced-415d-9800-7c0287ea7ff5,Chilika Skills Center,Mechanic,Male,79
Cuttackh,2020,5a104129-54ae-4d1b-8ce6-424dbef59fe6,Chilika Vocational College,Welder,Female,NaN
Rourkela,2020,4e7ed827-455a-4762-b428-a656b3ee4d3b,Chilika Skills Center,Mechanic,Female,--
Rourkela,2022,b8a6171f-1ee3-4dc4-bb04-8a8b405bfdc9,Chilika Skills Center,Welder,Female,--
Cuttack,2024,be2d740a-1e9b-43bc-90c7-c006314d3441,Jagannath Training Institute,Data Entry,Male,610
Sambalpur,2022,b0ae8f08-c31e-4bbc-b36c-b62b892e6161,Odisha Technical Institute,Mechanic,Other,--
Sambalpur,2019,bd1531c8-3764-4bda-b108-d4482f65fafa,Bhubaneshwar Vocational College,Mechanic,Male,2949
Rurkela,2021,96ef2ad6-b97e-4703-86c8-adfe7bf47042,Cuttack Training Institute,Mechanic,Other,28
Cuttack,2018,98c7472a-864e-4a13-829c-fc0cfa02eaec,Barabati Skills Center,Data Entry,Male,--
Cuttackh,2016,d52721e7-19bc-443e-bb02-bebb48729a4d,Utkal Technical Institute,Welder,Male,NaN
Sambhalpur,2020,5c62b3a2-3a3c-463e-8bd6-cee631b1b099,Konark Vocational College,Data Entry,Other,--
Bhubaneswar,2022,b540b30e-039f-4a25-8d61-68bd2defe193,Kalinga ITI,Mechanic,Male,--
Rourkela,2020,0ba6eab9-4639-447b-a067-bdac88bd13d1,Nilachal Skills Center,Data Entry,Female,188
Sambhalpur,2022,4ac9778d-8da8-4ee4-8df5-6ac6f96b648a,Barabati Technical Institute,Welder,Male,--
Cuttack,2017,a34b6cf6-2053-4a42-b1af-db65b289f224,Jagannath Training Institute,Fitter,Other,1855
Sambhalpur,2018,1a432f0a-7daa-49f0-80b6-fce2de53790a,Konark Skills Center,Fitter,Other,231
Rurkela,2018,48ca7651-92f5-4f7b-8323-d342df6a8f93,Nilachal Training Institute,Mechanic,Female,NaN
Rourkela,2016,5738811d-70c2-403f-ba8d-03aa782a65e0,Chilika Technical Institute,Data Entry,Male,NaN
Sambhalpur,2016,40a26c60-0d27-4659-b72a-da9b2f32751e,Odisha Vocational College,Data Entry,Other,2945
Rurkela,2021,1d34d08e-7a4c-45d4-9c99-e04cf0e98b3b,Chilika Technical Institute,Welder,Female,--
Rurkela,2024,7de31a51-6694-4343-90ba-58e3d2762bdc,Kalinga Skills Center,Welder,Male,132
Puri,2020,afbb411a-a123-4a8c-93b7-a88612f70c97,Bhubaneshwar Training Institute,Mechanic,Female,2854
Cuttackh,2017,cfa701cd-2631-400b-a6d7-94d30db95301,Nilachal Training Institute,Fitter,Other,--
Puri,2017,15ce6a66-4dc8-4a1e-b2f9-e5fa90164161,Barabati Vocational College,Data Entry,Male,539
Puri,2018,8edddfcd-1e52-4770-bf89-7142fe716b14,Konark Training Institute,Data Entry,Other,2175
Cuttackh,2022,989bc4da-9b37-422b-aa8a-616fc3b290d0,Nilachal Skills Center,Electrician,Other,--
Bhubaneswar,2019,c693da11-39c6-41ca-9e50-aa42ca6dfda1,Jagannath Training Institute,Welder,Male,2816
Purry,2023,e893be3d-7354-4a6f-a160-745985c7504b,Kalinga Training Institute,Electrician,Female,288
Sambhalpur,2023,96a9954f-dc33-41f9-8c1f-55ab715629ee,Jagannath Vocational College,Electrician,Other,136
Sambhalpur,2019,9191b363-4e2d-4645-adc7-cac7fd72b050,Barabati Technical Institute,Mechanic,Male,--
Rurkela,2021,f5c9b047-9c10-4572-8f6b-40d09efba58b,Bhubaneshwar Training Institute,Fitter,Male,--
Purry,2019,c342bd2b-f295-456e-9967-5f06bd767e35,Chilika Training Institute,Fitter,Female,--
Purry,2016,43bfd931-3605-4f54-a021-c0ca3531968d,Bhubaneshwar Vocational College,Electrician,Female,NaN
Puri,2020,3d67cde9-2834-44c0-94c8-b3b4a911d192,Jagannath Vocational College,Mechanic,Male,2196
Sambhalpur,2016,2812859a-1337-439e-8d4f-5d272c7f0b79,Kalinga Vocational College,Data Entry,Other,2011
Sambhalpur,2020,b07aa066-7354-45ea-a894-9b8d00af5b3a,Chilika Technical Institute,Electrician,Other,244
Purry,2021,085b15fb-4a8f-4810-b84c-2f29980402a2,Jagannath Vocational College,Fitter,Female,--
Bhuvaneshwar,2023,48603b32-b4fb-4eb9-89c1-3de73b4206c5,Chilika Skills Center,Data Entry,Female,185
Cuttack,2022,1238d630-743b-45a2-9c0f-2fcfb3f6fe0d,Utkal Technical Institute,Fitter,Female,502
Sambalpur,2017,43b9da13-ec85-4f37-bbc1-a987aff8754d,Odisha Skills Center,Welder,Male,194
Bhuvaneshwar,2017,96fc734d-a003-4d28-8a8f-3653c9af18f8,Utkal Vocational College,Welder,Other,129
Cuttack,2015,32a447b2-ef04-457d-8dcc-c33aa9434aa0,Jagannath Vocational College,Electrician,Male,2627
Bhubaneswar,2015,398d1ca6-8b68-40b5-9d61-fac36cd5e859,Barabati Technical Institute,Mechanic,Other,77
Sambalpur,2021,44007d5a-e88d-4719-a624-2b40a5cb63a2,Kalinga Technical Institute,Electrician,Female,NaN
Cuttackh,2017,0f44704f-1247-4a4e-a469-98e8d39e198b,Bhubaneshwar Technical Institute,Data Entry,Other,NaN
Sambhalpur,2020,9854ce4e-4ebf-45c3-8ae9-b4a72a79ea68,Jagannath Skills Center,Mechanic,Other,236
Cuttack,2017,ebd34616-91b7-4d8e-9301-6989bfbbb17f,Kalinga Training Institute,Mechanic,Female,NaN
Sambalpur,2019,77fc9703-1fd5-4423-b06c-5c5649e2623d,Kalinga Skills Center,Data Entry,Other,--
Sambalpur,2023,670acc5c-b321-4f21-8dd8-eb85b04d3376,Chilika Training Institute,Fitter,Other,210
Sambalpur,2022,8a3c3b5e-801e-41da-85b1-ed25f1533ae8,Konark Technical Institute,Fitter,Female,46
Bhuvaneshwar,2020,9918ee46-1497-4658-b010-f7197e695d0d,Bhubaneshwar Vocational College,Data Entry,Female,NaN
Sambhalpur,2016,bc0a6a5d-6e99-4e3e-a3b1-37fc0a3450fc,Utkal Training Institute,Electrician,Male,144
Bhubaneswar,2021,069f14f1-4018-4c6e-9a8c-fa3c5283aac7,Cuttack ITI,Data Entry,Female,226
Purry,2023,ac9ed156-f63f-4e41-ba9a-ca5e176132ed,Chilika Skills Center,Welder,Male,NaN
Puri,2023,964db03f-9340-4fad-9c4a-d56bd6016237,Barabati Vocational College,Data Entry,Other,1770
Sambalpur,2015,c3c75611-ffe3-4a49-854f-92fff366bad4,Jagannath Technical Institute,Mechanic,Male,242
Rourkela,2017,9384ec2b-44fe-4cae-9248-a9a7ac1aa554,Kalinga Technical Institute,Fitter,Other,1171
Bhuvaneshwar,2023,2cd94cbb-c19a-458c-835b-1c8c0a4c9f7f,Cuttack ITI,Fitter,Female,74
Bhubaneswar,2020,7135f221-a6c9-437f-84da-d06a7872bdeb,Konark ITI,Data Entry,Male,144
Sambhalpur,2022,ff37d19c-2e76-428b-8735-44f9ea83bf00,Cuttack ITI,Electrician,Female,--
Puri,2019,d0725b5c-a281-4044-af96-288295d82980,Kalinga Training Institute,Electrician,Male,270
Bhubaneswar,2018,785299f4-175b-498d-b814-01027de1bdfe,Utkal Vocational College,Welder,Female,86
Purry,2021,5230dfbd-5553-42fe-a889-803e5913f9d3,Jagannath ITI,Fitter,Female,173
Rurkela,2020,292bd156-db94-4570-9ac7-0ec0ab8ddeb4,Kalinga Training Institute,Electrician,Male,124
Cuttackh,2016,7ed70ed7-b194-490b-a961-929e546e035a,Nilachal ITI,Welder,Female,2765
Bhubaneswar,2020,668409e3-f1f8-443e-a99f-131849c8a43f,Jagannath ITI,Data Entry,Female,--
Rurkela,2022,0964fbbf-8cd3-41b0-82b0-1cfdd045dd1c,Jagannath Training Institute,Fitter,Male,13
Sambalpur,2023,409d3602-5084-4242-968b-1625746f7891,Barabati Technical Institute,Welder,Male,202
Sambalpur,2023,c5c5b37a-f85e-46a1-9dad-09b252c21221,Jagannath Vocational College,Mechanic,Male,82
Bhubaneswar,2018,d32e6dcd-83bc-4478-9d6a-c7b86778043b,Cuttack Vocational College,Welder,Female,53
Purry,2017,de8ede0b-a85c-4e4a-804b-6fabfcf56188,Konark Technical Institute,Data Entry,Other,NaN
Sambalpur,2019,0de051a6-69ca-47d2-b644-14fd8ae769ed,Odisha ITI,Mechanic,Other,1802
Rourkela,2018,9f64eeed-5c9d-427d-84b8-71bb300568d2,Kalinga Skills Center,Fitter,Other,65
Puri,2022,71299889-a01a-4992-bf9d-3e64c1a6423b,Nilachal ITI,Mechanic,Male,NaN
Sambhalpur,2019,445dcc38-341c-4494-8d36-6dfcc28ebd70,Nilachal ITI,Electrician,Male,90
Sambalpur,2020,49bc473f-ed7b-4656-a18a-15368c99a894,Bhubaneshwar Technical Institute,Fitter,Female,212
Rourkela,2019,7c16128d-b2c0-4394-a17f-29e170286046,Bhubaneshwar Technical Institute,Mechanic,Female,NaN
Cuttack,2022,a14923c2-f920-464c-8763-fcd01f15c7b6,Kalinga Skills Center,Electrician,Male,NaN
Sambalpur,2021,b5b453ca-3d42-493c-8c9f-d3349bdf0377,Barabati Technical Institute,Data Entry,Other,142
Cuttack,2018,03802b70-8d03-491e-8f8d-5238288b78b5,Nilachal Skills Center,Electrician,Female,674
Bhubaneswar,2017,3985fb62-17dc-4eff-a872-13f98d605936,Chilika Vocational College,Mechanic,Female,2067
Puri,2020,1d0bc9bd-e9b5-45cf-9766-5cdafe049059,Jagannath Skills Center,Welder,Female,238
Rurkela,2024,a5d04d53-1e12-42e3-b272-92b6762172ed,Chilika Skills Center,Welder,Female,2755
Bhubaneswar,2016,eec259dc-7f95-497c-a76a-a6ced50755d9,Odisha Vocational College,Fitter,Female,NaN
Purry,2015,b495db4e-8245-4fb4-8ab7-706eb77350ca,Konark ITI,Mechanic,Other,--
Cuttackh,2019,7b85179a-d5b0-47e0-aa5d-932b45ff2c83,Bhubaneshwar Technical Institute,Welder,Other,--
Bhubaneswar,2022,74eff545-3e65-4603-b8e3-654bfaf14ff0,Cuttack ITI,Data Entry,Male,NaN
Sambalpur,2019,30cbd755-6232-417a-a507-41818d1fb540,Cuttack Technical Institute,Fitter,Other,NaN
Puri,2018,bf0d073d-821c-4336-9970-cf60ebff8d15,Chilika ITI,Welder,Other,NaN
Rurkela,2018,11df12d7-dd30-4e89-a2f2-35f2e11b868d,Nilachal Training Institute,Welder,Male,261
Bhubaneswar,2018,dabac50d-ca3d-4859-85ce-099c46b82659,Chilika Skills Center,Electrician,Other,--
Rurkela,2018,c9a7d91f-ef2a-4713-9702-10496a39aaa6,Bhubaneshwar ITI,Fitter,Female,NaN
Rurkela,2017,00a81de9-d20f-47d0-8465-6d6b81fb18b3,Kalinga Training Institute,Welder,Male,201
Bhuvaneshwar,2019,d664d264-4c6e-47ff-b9de-7a3a486822b9,Barabati Skills Center,Fitter,Other,--
Puri,2023,a8f1e091-ffb8-402d-9475-dbc996418ced,Chilika ITI,Fitter,Other,--
Rourkela,2017,7250ee18-260a-4962-9d81-b7f57d5911c6,Bhubaneshwar Technical Institute,Data Entry,Female,NaN
Rurkela,2020,551ac8ea-585a-4afa-bbfd-cc1289e06ab3,Chilika Skills Center,Data Entry,Male,--
Cuttack,2018,6090d697-8b1e-4b9d-834b-9fbb8d4a75b8,Barabati ITI,Fitter,Other,1875
Bhubaneswar,2019,de9e3757-5260-401e-aecf-67d2749176f4,Jagannath Skills Center,Electrician,Female,141
Bhubaneswar,2021,3d225c30-b28f-41de-bb14-0bc3304b8590,Nilachal Vocational College,Fitter,Female,--
Purry,2021,db23aa8c-3bca-4f85-a20a-60ac9261549d,Kalinga Vocational College,Data Entry,Other,1166
Cuttack,2015,517400f8-0b2c-482a-a928-8e92c68a152f,Odisha Technical Institute,Welder,Female,--
Puri,2021,e9d68f23-b489-4070-b914-f8a8bea4ff31,Bhubaneshwar Technical Institute,Data Entry,Male,2933
Bhubaneswar,2021,fd08b32c-62d6-4e93-a198-5d54cfb87e6f,Bhubaneshwar Training Institute,Mechanic,Male,--
Sambalpur,2018,a6eab79e-d21c-42f8-8ada-4f80a9e782d4,Konark Training Institute,Data Entry,Female,NaN
Cuttack,2015,f6febc0e-7ecd-4baf-a6f0-5fcffb16e5db,Konark Training Institute,Data Entry,Female,--
Bhubaneswar,2021,f72169bb-8096-4718-a051-acef097a1e10,Kalinga ITI,Data Entry,Female,112
Sambalpur,2017,19b17e80-dea4-4e17-94fd-9ad39716108e,Odisha Technical Institute,Mechanic,Male,2128
Sambhalpur,2019,1986b4b2-70b7-4868-9854-80f0dfcaf0b7,Kalinga Training Institute,Mechanic,Male,--
Puri,2022,03edd1f8-74f9-4d17-a912-b4bf86a4bae4,Utkal ITI,Mechanic,Female,--
Rurkela,2015,def57689-68f4-4bce-a4e7-5e8eb8f21423,Bhubaneshwar Technical Institute,Electrician,Other,2717
Rurkela,2018,1327f1bc-2784-478f-b84f-16b3a79fbfaf,Cuttack Technical Institute,Mechanic,Other,2693
Rurkela,2018,43d88870-f81d-4aa1-8812-0a8e78308930,Nilachal ITI,Electrician,Female,NaN
Cuttack,2022,65c17795-b155-46bc-9f8d-ed9756abf2f1,Bhubaneshwar Skills Center,Fitter,Male,674
Cuttack,2021,541cdfcd-da0d-4a5f-948f-8b74a65bb1f2,Jagannath Skills Center,Data Entry,Female,173
Cuttackh,2023,889b78d5-dbfd-497e-aca2-b148da330aa1,Konark Training Institute,Welder,Female,276
Rurkela,2024,a075e927-5110-4492-b442-7e0b61484bb3,Cuttack Vocational College,Electrician,Female,86
Cuttack,2024,7cea2045-c268-483e-a32f-2e63b7fddd71,Kalinga ITI,Data Entry,Female,1581
Sambhalpur,2024,9e11d2cd-0930-4ef6-8a80-068ddf547e50,Chilika Vocational College,Electrician,Male,NaN
Rurkela,2024,af34cf65-a193-44b2-bc19-e71d118405ad,Konark Technical Institute,Mechanic,Female,701
Rourkela,2020,3a3c8a71-ff57-4e2b-8991-ab9bebc2026f,Utkal ITI,Welder,Female,153
Sambalpur,2017,fa745761-6f18-4108-9723-199dbf2c14a0,Odisha Vocational College,Welder,Female,223
Sambalpur,2022,b4323070-a23d-4c2f-82a7-96891933918c,Jagannath Vocational College,Mechanic,Other,NaN
Cuttack,2019,2a96e1e2-7194-4ae2-99ba-d7aedf615a5c,Cuttack Vocational College,Fitter,Other,NaN
Sambalpur,2015,0769165f-e746-4cb9-8ca9-cf07b1aa0f6a,Jagannath Technical Institute,Mechanic,Male,--
Bhuvaneshwar,2022,0e5dd462-cbd0-4ef2-930a-37df0bc61066,Cuttack Vocational College,Electrician,Other,--
Sambhalpur,2024,6e417d47-5ff5-45ea-9bc4-40f14b1a269b,Nilachal Skills Center,Mechanic,Other,--
Puri,2019,697c3923-87fa-441a-be83-b91f25440fe0,Kalinga ITI,Electrician,Female,NaN
Sambalpur,2018,2e183554-cae2-4e66-ae8a-781390e0a95b,Jagannath ITI,Mechanic,Other,536
Puri,2017,9c07a751-1437-4509-acd1-586a2b840c67,Chilika Technical Institute,Fitter,Female,1627
Cuttackh,2020,aee1e86b-9ea5-46aa-a1ee-6c5bdeef580f,Nilachal ITI,Fitter,Female,2632
Rurkela,2016,9549c931-e9af-499d-bf67-1eec3da70577,Utkal Training Institute,Welder,Other,154
Sambhalpur,2016,a34db7c5-760d-4bbb-bb70-b3a124a35cf2,Barabati ITI,Welder,Female,NaN
Puri,2023,aab612c9-415d-474a-b5a6-69814104a8b5,Jagannath Technical Institute,Data Entry,Female,173
Sambhalpur,2019,771ad655-cdfc-4ee0-a61e-de900267deb3,Odisha Vocational College,Mechanic,Female,NaN
Bhuvaneshwar,2018,8beddb12-ad77-482f-89a2-3a89e6b5a92c,Cuttack Vocational College,Welder,Other,NaN
Rourkela,2016,f1faf665-7115-43f3-92e8-9d1028711733,Nilachal Skills Center,Welder,Other,--
Cuttack,2018,4c955f6a-966b-4964-bcd6-bdca5876fd09,Barabati Skills Center,Welder,Female,--
Rurkela,2019,b0b862ef-6c9f-42b9-b647-8986a3917c99,Nilachal Technical Institute,Mechanic,Male,NaN
Purry,2016,4d57d880-d865-469a-b4f3-310340066ff2,Konark Training Institute,Welder,Female,NaN
Sambalpur,2020,da743152-627b-41a1-bfd6-f23232ffe294,Konark Training Institute,Mechanic,Male,171
Sambhalpur,2020,61a11729-3cb9-4350-9b4d-a0fe7bb38605,Bhubaneshwar ITI,Electrician,Male,NaN
Puri,2024,4bbe4aff-9326-4ffd-9be4-bf5192698698,Bhubaneshwar Vocational College,Electrician,Male,2258
Cuttackh,2022,059dd55d-4b94-4e30-b303-f438fe2110d0,Konark Technical Institute,Electrician,Other,112
Bhuvaneshwar,2023,6553867d-a881-4fd3-947d-577bfa5a91ca,Jagannath Technical Institute,Electrician,Other,--
Rourkela,2017,dd750e98-90e0-495f-8212-b554464458b4,Kalinga Vocational College,Data Entry,Other,166
Bhubaneswar,2019,f93e08d5-bea2-4dfe-873f-6e1baf908e3c,Odisha Vocational College,Data Entry,Other,1883
Puri,2020,bec39a37-9b3d-44bd-a91e-314e0c8e29e3,Nilachal ITI,Fitter,Male,NaN
Sambalpur,2017,e726be23-e776-4886-9534-ee1d7f2984f5,Jagannath Technical Institute,Data Entry,Other,--
Bhubaneswar,2021,3ae909fe-cc82-48da-8696-f5e64944051b,Odisha Training Institute,Data Entry,Male,34
Bhubaneswar,2016,3810ae66-5a31-44cc-8d4b-69a99b689c88,Konark Vocational College,Mechanic,Male,1535
Puri,2018,402913ec-9ef2-493e-b0ac-7d7ba2f963a3,Utkal ITI,Mechanic,Other,--
Rurkela,2024,c478f6f1-b88e-4318-816d-83edad81f8bd,Bhubaneshwar Vocational College,Electrician,Other,70
Cuttack,2022,2303f6c6-d69d-42f1-ae4c-84ffa8c01f05,Jagannath Training Institute,Fitter,Female,--
Cuttackh,2019,a0a11839-e745-4704-98df-bc3ca0d4de3d,Bhubaneshwar Technical Institute,Data Entry,Female,--
Sambalpur,2015,c9e26074-4f16-49a0-8a17-991ea5769411,Utkal Technical Institute,Electrician,Other,262
Purry,2016,5d678bb1-945e-42e4-888a-93ec70d9c9f8,Kalinga ITI,Fitter,Female,1581
Bhubaneswar,2016,e8dd5e5a-1712-4b16-a1a4-344fbb7bee03,Bhubaneshwar Technical Institute,Welder,Female,170
Cuttack,2015,6a5e6920-bf5a-47e6-93a3-dd5a4b8c5bdc,Utkal Skills Center,Fitter,Female,--
Cuttack,2020,c958e75e-21d5-4971-b367-49b52cf6bf75,Barabati Skills Center,Electrician,Female,--
Cuttackh,2022,5da8d6d2-f8b3-4a8b-a05f-b8bc8a16a06c,Konark Skills Center,Electrician,Male,40
Cuttackh,2024,45c45a3e-e9da-484a-8075-9f1f87e5f0fe,Nilachal Training Institute,Mechanic,Male,204
Puri,2022,e9ff1cae-41c8-4a8c-aa1f-955ad499da99,Nilachal Technical Institute,Mechanic,Female,--
Bhuvaneshwar,2015,f7a67b94-7b5a-411a-b1b6-4afed31edf1a,Cuttack Training Institute,Data Entry,Male,183
Cuttackh,2018,ded255d0-bf1e-4366-8b8e-63d4ce7607ad,Nilachal ITI,Mechanic,Male,295
Puri,2023,77e490c7-1d7b-4313-8de2-2f1c56b60afc,Nilachal Vocational College,Fitter,Male,NaN
Bhuvaneshwar,2019,c1101266-2408-46dc-9346-d1a9f6802cdb,Utkal Training Institute,Fitter,Other,NaN
Cuttack,2022,ad238d36-dc32-4c97-b9c1-e262f76c8ede,Nilachal Training Institute,Mechanic,Male,--
Cuttack,2022,65bcc272-fadd-4ea3-aca5-e2fdb966442a,Utkal Technical Institute,Mechanic,Female,28
Cuttack,2024,8eac0a33-cdf9-44a7-9882-b5c1f79efd70,Chilika ITI,Data Entry,Other,--
Bhuvaneshwar,2015,6502d6a2-ca6a-4224-971e-16cc5da36f1b,Jagannath Vocational College,Welder,Other,1988
